

Ente;Liste/Gruppi;Voti;
ITALIA;DC;10972114;;
ITALIA;PCI-PSIUP;8585601;;
ITALIA;PSU;4354906;;
ITALIA;PLI;1943795;;
ITALIA;MSI;1304847;;
ITALIA;PRI;622388;;
ITALIA;PDIUM;312702;;
ITALIA;MSI-PDIUM;292349;;
ITALIA;PPST;131071;;
ITALIA;SOCIALDEMOCRAZIA;36073;;
ITALIA;UV;28414;;
ITALIA;PS D'AZ.;25891;;
ITALIA;PST.PROG.SOC.;5870;;
