

Ente;Liste/Gruppi;Voti;
ITALIA;DC;9660210;;
ITALIA;PCI;4910077;;
ITALIA;PSI;2891605;;
ITALIA;PART.NAZ.MONARCHICO;1581128;;
ITALIA;MSI;1473645;;
ITALIA;ALTRI GRUPPI;1313380;;
ITALIA;PSDI;1046301;;
ITALIA;PLI;695816;;
ITALIA;PRI;261713;;
ITALIA;UNITA'POPOLARE;172545;;
ITALIA;ALL.DEMOC.NAZIONALE;165845;;
ITALIA;EDELWEISS;107139;;
ITALIA;AUT.AOSTA-PACE;16873;;
