

Ente;Liste/Gruppi;Voti;
ITALIA;DC;11465529;;
ITALIA;PCI-PSIUP;8312828;;
ITALIA;PSI;3225707;;
ITALIA;MSI;2766986;;
ITALIA;PSDI;1613810;;
ITALIA;PLI;1319175;;
ITALIA;PRI;918440;;
ITALIA;PCI-PSIUP-PS.D'AZ.;189534;;
ITALIA;PPST-PPTT;113452;;
ITALIA;PCI-PSIUP-PSI;41833;;
ITALIA;PSDI-PRI;31953;;
ITALIA;DC-UV-RV-PSDI;31114;;
ITALIA;TIROL.;28735;;
ITALIA;PC(MARX-LEN)IT;27876;;
ITALIA;DEM.POP.;26372;;
ITALIA;AZ.CR.POP.;2713;;
